text,labels,Clean_Text
Comes home later that night to find the money gone.,"['anger', 'fear', 'sadness', 'surprise']",Comes home later night find money gone.
I get real scared now.,['fear'],real scared now.
I'm positive that we'll never be able to communicate with them in their language.,"['fear', 'sadness', 'surprise']",I'm positive we'll able communicate language.
"Obviously there was no body, but what they did find was quite surprising.",['surprise'],"Obviously body, find surprising."
"It was several years later that I realized that I had probably narrowly avoided being molested, kidnapped, or worse.","['fear', 'sadness', 'surprise']","years later realized probably narrowly avoided molested, kidnapped, worse."
He's also obviously quite upset about something.,"['fear', 'sadness']",He's obviously upset something.
Mom asked us all to sit down and that's when my heart began to sink.,"['fear', 'sadness']",Mom asked sit that's heart began sink.
"I think I could've laughed my head off that night, except that I had to keep my head in place so I could laugh some more, haha.",['joy'],"think could've laughed head night, head place laugh more, haha."
"I swallowed a piece of meat, it sort of suctioned to the back of my throat.",['fear'],"swallowed piece meat, sort suctioned throat."
I never noticed before -- I have viewed this photo a hundred times -- that my hand looks like a Blaquera.,['surprise'],noticed -- viewed photo times -- hand looks like Blaquera.
My feet were totally soaked through.,"['fear', 'sadness']",feet totally soaked through.
"All the while, my foot throbbing.",['fear'],"while, foot throbbing."
I couldn't get my feet undone so I just... fell over.,['fear'],feet undone just... fell over.
I ate a delicious sandwich on an everything bagel and one of the seeds got stuck in between my teeth.,['fear'],ate delicious sandwich bagel seeds got stuck teeth.
"I got the results back on the 11th, and my doctor said that she did not find anything wrong with my spine or back bone.",['joy'],"got results 11th, doctor said find wrong spine bone."
Closest analogy I could come up with.,['fear'],Closest analogy come with.
"I nodded, pulling my arms across my chest, hoping that the rain obscured the tears that ran from my eyes.","['fear', 'sadness']","nodded, pulling arms chest, hoping rain obscured tears ran eyes."
"Then, all hell broke loose.","['anger', 'fear', 'surprise']","Then, hell broke loose."
Youre not mad are you?,['fear'],Youre mad you?
"let the masses who see my face, start speaking my name in harsh tones and cast-down eyes.","['anger', 'fear', 'sadness', 'surprise']","let masses face, start speaking harsh tones cast-down eyes."
My balls hurt so badly that I could barely even walk.,"['fear', 'sadness']",balls hurt badly barely walk.
"i tried to get out of bed and as i did, i immediately fell on the floor, unable to get my legs underneath me.","['fear', 'sadness', 'surprise']","tried bed did, immediately fell floor, unable legs underneath me."
"Moved into a new office, and being an internet company, it was important The internet worked..","['fear', 'joy']","Moved new office, internet company, important internet worked.."
And my heart bleeds.,"['fear', 'sadness']",heart bleeds.
"The trouble seeps Into my head In my body, I'm caught.","['fear', 'sadness']","trouble seeps head body, I'm caught."
We met at dinner with mutual friends at a very fancy italian restaurant.,['joy'],met dinner mutual friends fancy italian restaurant.
A week after my grandmother's funeral I had another strange dream.,"['fear', 'sadness', 'surprise']",week grandmother's funeral strange dream.
"You slid through me like a hot knife through butter under my skin, and never gone yet.","['fear', 'sadness', 'surprise']","slid like hot knife butter skin, gone yet."
"The owners have a light in their yard for security purposes, but the light doesn't extend really far.",['surprise'],"owners light yard security purposes, light extend far."
Must be fall I'm feeling in my bones.,['joy'],fall I'm feeling bones.
He was shaking the bed.,['fear'],shaking bed.
I naively walked up and stuck my head in the driver's window hole.,"['fear', 'surprise']",naively walked stuck head driver's window hole.
I realized I was now down to my last 20 Pound note and some coins ( which I have yet to figure out ) so I decided to keep my eye open for an ATM.,['fear'],realized 20 Pound note coins ( figure ) decided eye open ATM.
I close my eyes.,['fear'],close eyes.
my legs were sore from yesterdays squats.,['sadness'],legs sore yesterdays squats.
I stomped my foot in anger.,['anger'],stomped foot anger.
"I had my hand on the side of my face when I was drawing, and then I moved it and was like ` OH MY GOD I 'M BLEEDING OUT MY EARS AHHHHH!","['fear', 'surprise']","hand face drawing, moved like ` OH GOD 'M BLEEDING EARS AHHHHH!"
Scouts disguised as farts.,"['joy', 'surprise']",Scouts disguised farts.
"I still remember this occasionally, clear as day.","['joy', 'sadness', 'surprise']","remember occasionally, clear day."
"I have obnoxious bug bite on my finger, ugh probably from going on that trail.",['fear'],"obnoxious bug bite finger, ugh probably going trail."
"I had a difficult time reaching the target HR, even in the lowest gear, but I still got a really nice burn in my legs.",['joy'],"difficult time reaching target HR, lowest gear, got nice burn legs."
We had hiked for about an hour through the shallow water and were looking for cool rocks and other things in the river.,['joy'],hiked hour shallow water looking cool rocks things river.
"To this day, the memory still brings chills.","['fear', 'sadness', 'surprise']","day, memory brings chills."
"4.about 4 years old, sitting on the couch in my basement eating an orange flavor ice.",['joy'],"4.about 4 years old, sitting couch basement eating orange flavor ice."
I don't know why I've been obsessing about this.,"['fear', 'sadness']",know I've obsessing this.
I got to babysit my grandson but my back hurt the next day.,"['joy', 'sadness']",got babysit grandson hurt day.
"I woke up one night, and my heart was racing I shake away the drowsiness and started tracing for what i had dreamt about moments before.",['fear'],"woke night, heart racing shake away drowsiness started tracing dreamt moments before."
"I was fully aware of the fact that once I began to freak out about the situation was when my spine began flaring up, so I tried my hardest to get back into the zone I was in while I was at home.",['fear'],"fully aware fact began freak situation spine began flaring up, tried hardest zone home."
Slow down so I don't stub my toe when I'm running down the driveway to pick up my mail.,['fear'],Slow stub toe I'm running driveway pick mail.
"Have i just made my first ""ghost poo""?","['fear', 'joy', 'surprise']","""ghost poo""?"
We walked every aisle and I had so many ideas pop into my head.,['joy'],walked aisle ideas pop head.
"In the single worst moment of 21.5 years, six martinis errupted from my mouth.","['fear', 'sadness']","single worst moment 21.5 years, martinis errupted mouth."
I look down to check out the pool below and I see a small white sphere floating slowly along.,"['fear', 'surprise']",look check pool small white sphere floating slowly along.
"As I walked down the steps, I thought I felt eyes on my back.",['fear'],"walked steps, thought felt eyes back."
"I wrote down this bit about one of my earliest school memories as part of a writing exercise about memory as a tool, and I've been dying to share it as I think it's quite funny.",['joy'],"wrote bit earliest school memories writing exercise memory tool, I've dying share think funny."
"My body is bruised, my leg is cut, and my ego is tarnished!","['anger', 'fear', 'sadness']","body bruised, leg cut, ego tarnished!"
my heart's finally starting to feel at peace and everything that used to feel wrong is suddenly starting to feel really right.,['joy'],heart's finally starting feel peace feel wrong suddenly starting feel right.
"My throat hurts, I have a headache and my ears are crackling.",['fear'],"throat hurts, headache ears crackling."
"Despite that the city is called `` Sin City '', the city of Las Vegas catches my eye; the fact that my favorite movie is set in the city could be a main reason why.",['joy'],"Despite city called `` Sin City '', city Las Vegas catches eye; fact favorite movie set city main reason why."
"My back hurts, my sinuses are full of fluid, I have been suffering pretty bad depression since my folks were here this weekend, and I am excited because I got new towels.I am an old lady, regardless of how long I have existed.","['fear', 'joy', 'sadness']","hurts, sinuses fluid, suffering pretty bad depression folks weekend, excited got new towels.I old lady, regardless long existed."
Pretty much everyone objected to my wedding.,"['anger', 'fear', 'sadness', 'surprise']",Pretty objected wedding.
"I stood up, still violently too high, and walked over to my friend, who was still on the ground.","['fear', 'sadness']","stood up, violently high, walked friend, ground."
"so he went a lil faster ( keep in mind we never went really fast ) and i lost the tray, hit my knee on the ground, and tried to hang on until he stopped!","['fear', 'sadness', 'surprise']","went lil faster ( mind went fast ) lost tray, hit knee ground, tried hang stopped!"
How often has this been available in the past and I hadn't known and ended up with a kink in my neck?,"['anger', 'fear']",available past known ended kink neck?
Walking through the toilet aisle I decide to let a fart out and make the aisle smell.,"['joy', 'surprise']",Walking toilet aisle decide let fart aisle smell.
it was sweet but when i woke up it taste bitter got some tears in my eyes.,['sadness'],sweet woke taste bitter got tears eyes.
Grant you I still don't have total use of my shoulder and I have to use my left arm for certain things but it was wonderful to drive again.,['joy'],Grant total use shoulder use left arm certain things wonderful drive again.
It was a this point I caught something out of the corner of my eye.,['surprise'],point caught corner eye.
it's two am and we pull up to what looks like a small house party.,"['fear', 'joy', 'surprise']",pull looks like small house party.
"I shook my head, put the car in gear, and had to force myself to drive away.","['fear', 'sadness']","shook head, car gear, force drive away."
"All those feelings which he had buried deep in his heart, had now, after hundreds of years, risen up.",['sadness'],"feelings buried deep heart, now, hundreds years, risen up."
"the whole time, relentless joy, as though a smile was consistently on my face, and even when it wasn't, it still lay beneath the surface, a laugh always ready to come out.",['joy'],"time, relentless joy, smile consistently face, wasn't, lay beneath surface, laugh ready come out."
"I leaned my ear close and it stopped, but only for a few seconds... under the sink?",['fear'],"leaned ear close stopped, seconds... sink?"
"A close friend set me up on a double date with her, her boyfriend, and the boyfriend's friend on Valentine's Day.","['fear', 'joy', 'surprise']","close friend set double date her, boyfriend, boyfriend's friend Valentine's Day."
Murder is the better word.,"['anger', 'fear', 'sadness', 'surprise']",Murder better word.
"I had been flung on top of the bike, and the handle bar was on my stomach.","['fear', 'sadness']","flung bike, handle bar stomach."
"I found that when I changed my thoughts, it changed my heart.",['joy'],"found changed thoughts, changed heart."
"I wore cologne, to get the feeling right.",['joy'],"wore cologne, feeling right."
I'd never known a feeling so painful.,"['fear', 'sadness']",I'd known feeling painful.
I always wanted to see one.,"['joy', 'surprise']",wanted one.
"He breathed on my face, nuzzled my hair with his nose and licked the top of my head.",['joy'],"breathed face, nuzzled hair nose licked head."
Apparently my leg had fallen asleep and I didn't know it.,['fear'],Apparently leg fallen asleep know it.
"Then there are the scabs, scratches and depressive scars all over my legs.","['fear', 'sadness']","scabs, scratches depressive scars legs."
"Tears spilled onto my cheeks, and I let myself rest in the pain.","['fear', 'sadness']","Tears spilled cheeks, let rest pain."
"TL:DR The love of my life tried to kill me, I killed her first.","['anger', 'fear', 'sadness', 'surprise']","TL:DR love life tried kill me, killed first."
I was on a (admittedly silly) adrenaline rush.,"['fear', 'joy', 'surprise']",(admittedly silly) adrenaline rush.
"When I fell asleep in some strangers bedroom at some strangers party, and some stangers held my arms, my legs, and never took `` no '' for an answer, and there we were.","['anger', 'fear', 'sadness']","fell asleep strangers bedroom strangers party, stangers held arms, legs, took `` '' answer, were."
"Probably going to get buried, spooky as hell, and very real.","['fear', 'surprise']","Probably going buried, spooky hell, real."
This made matters worse.,"['anger', 'fear', 'sadness']",matters worse.
I got on the pole and went down till I could reach the seint with my foot and I pulled it under me and I got in.,['fear'],got pole went till reach seint foot pulled got in.
"He picked her up and put her in front of a mirror and said : ""Look, look at you!","['joy', 'surprise']","picked mirror said : ""Look, look you!"
"That night, around 2am, she woke up to the sound of a woman screaming.","['fear', 'sadness', 'surprise']","night, 2am, woke sound woman screaming."
"I adjusted to the noise inside my head, and in turn, my inner need to analyze and obsess died out.","['fear', 'joy']","adjusted noise inside head, turn, inner need analyze obsess died out."
He could not explain.,"['fear', 'sadness', 'surprise']",explain.
echoing cruelly in my ears.,"['anger', 'fear', 'sadness']",echoing cruelly ears.
"I stopped moving, bent down with my palm out, and let the squirrel jump up on my arm and onto my shoulder.",['joy'],"stopped moving, bent palm out, let squirrel jump arm shoulder."
"As I lay upon the table with my eyes closed awaiting a peaceful treatment, she began to talk... OH NO!","['fear', 'surprise']","lay table eyes closed awaiting peaceful treatment, began talk... OH NO!"
I blinked a few times and fought with myself to deny what I was seeing.,"['fear', 'sadness', 'surprise']",blinked times fought deny seeing.
"All things considered, a very saddening, scary, sobering, scary day.","['fear', 'sadness']","things considered, saddening, scary, sobering, scary day."
"When I first saw Tangled on Thanksgiving, it ate my brain.","['joy', 'surprise']","saw Tangled Thanksgiving, ate brain."
"I sit up, my head hurts.","['fear', 'sadness']","sit up, head hurts."
"I made sure to run my hand along the length of that wall knowing that Brad Pitt, George Clooney & Matt Damon had stood there, sad but true!","['joy', 'sadness']","sure run hand length wall knowing Brad Pitt, George Clooney & Matt Damon stood there, sad true!"
"I had no other option, not with the way my heart started beating erratically at the mention of his name.","['fear', 'surprise']","option, way heart started beating erratically mention name."
"The headwind down this piece of road was not good, I had my head down, not good for talking in as much oxygen as I could.",['fear'],"headwind piece road good, head down, good talking oxygen could."
"So he should be eating the pizza I'm stuffing into my face, like a chipmunk.I understand the impulse these days.",['joy'],"eating pizza I'm stuffing face, like chipmunk.I understand impulse days."
I pretty much spent my whole entire New Year's crying my eyes out.,['sadness'],pretty spent entire New Year's crying eyes out.
My ankles and front of shins felt stiff.,['fear'],ankles shins felt stiff.
"My knuckles growing whiter and whiter, my mind screaming at me that we should be out of here, we should almost be home.","['anger', 'fear']","knuckles growing whiter whiter, mind screaming here, home."
"Sunday, January 16, 2011 Dirty water Stupid dirty water dripped in my eye on friday until yesterday i woke up my both eyes red!!","['anger', 'fear', 'sadness']","Sunday, January 16, 2011 Dirty water Stupid dirty water dripped eye friday yesterday woke eyes red!!"
' That infuriated me so much as I was frazzled out of my head so much already.,"['anger', 'fear', 'sadness']",' infuriated frazzled head already.
"I mentally refused to go there, shaking my head violently in that refusal.","['anger', 'fear']","mentally refused there, shaking head violently refusal."
My ex is always accidentally offensive like that.,"['anger', 'sadness']",ex accidentally offensive like that.
He makes me do these things where my arms are on a bench and I drop down.,"['anger', 'fear']",makes things arms bench drop down.
The club was so loud that the ringing in my ears almost drowned out the music.,"['fear', 'sadness', 'surprise']",club loud ringing ears drowned music.
"Everytime I shower I look at the scar on my belly and cry, not because I have a scar on my body but because of the scar on my heart.","['fear', 'sadness']","Everytime shower look scar belly cry, scar body scar heart."
"I thought that was a pretty good idea ( by this point, my feet hurt a LOT from all the walking and standing around ) but I didn't want to pay to see a movie.",['fear'],"thought pretty good idea ( point, feet hurt LOT walking standing ) want pay movie."
Or at least that's what the neurons in my brain say.,['fear'],that's neurons brain say.
Scared the hell outta me.,"['fear', 'surprise']",Scared hell outta me.
"I feel bad for my employees too-they're all sad and call me almost everyday, and it really breaks my heart.","['fear', 'sadness']","feel bad employees too-they're sad everyday, breaks heart."
"Oh my god, okay.","['fear', 'joy', 'surprise']","Oh god, okay."
All this water gets poured directly in my face but I noticed it didn't hit my eyes and thats when I realized I Was wearing sunglasses inside!,"['joy', 'surprise']",water gets poured directly face noticed hit eyes thats realized wearing sunglasses inside!
I loved watching the planes fly over us and then this one plane was somehow flying in reverse direction.,"['joy', 'surprise']",loved watching planes fly plane flying reverse direction.
This sucks...sorry dude.,"['anger', 'sadness']",sucks...sorry dude.
It was horribly intriguing.,"['fear', 'joy', 'surprise']",horribly intriguing.
"By the time I got done, my back was killing me ( but then it has been a problem since the last week of December ) and I felt pretty ill, but I got it done.",['sadness'],"time got done, killing ( problem week December ) felt pretty ill, got done."
That night I sat at my computer and read about Rainbow Bridge and cried some more and I could actually feel my heart hurt with the pain of loss.,"['fear', 'sadness']",night sat computer read Rainbow Bridge cried actually feel heart hurt pain loss.
(I'm Native American) She said she only wanted a white american boy friend.,"['anger', 'fear', 'sadness', 'surprise']",(I'm Native American) said wanted white american boy friend.
"Jenny, I, my throat choked when I hear my daughter's voice.","['fear', 'sadness']","Jenny, I, throat choked hear daughter's voice."
I began to feel the all-too-familiar feeling that I my heart was being ripped from my chest.,"['fear', 'sadness']",began feel all-too-familiar feeling heart ripped chest.
"they played the majority of the classics thank god, and i screamed my heart out which is why i have no voice right now.",['joy'],"played majority classics thank god, screamed heart voice right now."
"please, help me keep the smiles on my face even though this is too much for me to handle and bare, I know my heart trust you... so much.","['fear', 'sadness']","please, help smiles face handle bare, know heart trust you... much."
"Laying my head against his chest, Glen's heart beat is strong against my ear, and my mind wonders back to our life outside of this heaven.",['joy'],"Laying head chest, Glen's heart beat strong ear, mind wonders life outside heaven."
My heart arrested twice; I was shocked four times.,"['fear', 'surprise']",heart arrested twice; shocked times.
"My arms dip a little from nerves and I swiftly correct them before the instructor, or anyone else for that matter, can comment.",['fear'],"arms dip little nerves swiftly correct instructor, matter, comment."
This was on both sides of my chest.,['fear'],sides chest.
""" The cop tells him to have a nice day and walks away.","['anger', 'joy', 'surprise']",""" cop tells nice day walks away."
"Because I haven't trained for this run at all, my legs gave up on me around 10 miles in.","['fear', 'sadness']","trained run all, legs gave 10 miles in."
Second Event was with a crazy!,"['anger', 'fear', 'surprise']",Second Event crazy!
"And my mind drifts away, I close my eyes, it's like I'm almost there.",['joy'],"mind drifts away, close eyes, like I'm there."
"I walked up the aisle to the casket, with painful anticipation welling inside my chest, and then I looked.","['fear', 'sadness']","walked aisle casket, painful anticipation welling inside chest, looked."
"Suddenly I see it crouching on the floor, its bagged head hung low beneath its shoulders.","['fear', 'surprise']","Suddenly crouching floor, bagged head hung low beneath shoulders."
THEN fall in love.,"['joy', 'surprise']",fall love.
Entire room goes silent.,"['fear', 'surprise']",Entire room goes silent.
They're sitting right across the pool from my mom just STARING at her.,"['anger', 'fear', 'surprise']",They're sitting right pool mom STARING her.
Yeah it was a little embarrassing.,"['fear', 'sadness']",Yeah little embarrassing.
This is my fucking breaking point.,"['anger', 'fear']",fucking breaking point.
Happy birthday to you and me!,['joy'],Happy birthday me!
My great-grandparents had an arranged marriage.,['surprise'],great-grandparents arranged marriage.
"My left clav essentially blew up, but it didn't stop there.","['fear', 'surprise']","left clav essentially blew up, stop there."
"I say, covering my ears with my hands and cringing into the door.","['fear', 'sadness']","say, covering ears hands cringing door."
"xD As of now, I'm getting tired all the time and my belly is getting firm already.","['fear', 'joy', 'sadness']","xD now, I'm getting tired time belly getting firm already."
He was pretty scared and was talking fast.,['fear'],pretty scared talking fast.
I go fucking ballistic.,"['anger', 'fear']",fucking ballistic.
"He said yes, I closed my eyes, and seeking from divine, I sang precisely two lines, describing, my wishes for him.",['joy'],"said yes, closed eyes, seeking divine, sang precisely lines, describing, wishes him."
"The sky was only slightly disturbed, light gray, choppy clouds, but it didn't look too bad.",['fear'],"sky slightly disturbed, light gray, choppy clouds, look bad."
It disconnected and teetered away from us.,"['fear', 'sadness', 'surprise']",disconnected teetered away us.
"I went to the clinic and got looked over and to my amazement, after they swabbed my throat, they didn't find any strep bacteria, even though my throat is really red.","['fear', 'surprise']","went clinic got looked amazement, swabbed throat, find strep bacteria, throat red."
some insulting some nice.,"['anger', 'joy']",insulting nice.
I've backed off hills while my foot healed so I expected some soreness.,['fear'],I've backed hills foot healed expected soreness.
"""Mom"" never disciplined them.","['anger', 'fear']","""Mom"" disciplined them."
Well literally no one showed up.,"['sadness', 'surprise']",literally showed up.
"No water damage, sun damage, tears, anything.",['surprise'],"water damage, sun damage, tears, anything."
We roll up to the drive thru and proceed to order nearly the entire dollar menu.,['joy'],roll drive proceed order nearly entire dollar menu.
I thought she was stuck-up and nerdy.,['anger'],thought stuck-up nerdy.
My mom wanted us just to spite my dad.,"['anger', 'fear', 'sadness']",mom wanted spite dad.
Wrapping his arms tightly around me and letting a warm breath escape his mouth onto the back of my neck.,['joy'],Wrapping arms tightly letting warm breath escape mouth neck.
My heart is too full for words.,['joy'],heart words.
Needless to say I was pretty...unaffacted about the fact my brother knew who I was on reddit and thought his way of telling me was pretty funny.,"['joy', 'surprise']",Needless pretty...unaffacted fact brother knew reddit thought way telling pretty funny.
I quickly fell asleep.,['joy'],quickly fell asleep.
We were going to reach seventy.,['surprise'],going reach seventy.
The second entry of today: / my brain hurt for answering 30 math question in one day.,['fear'],second entry today: / brain hurt answering 30 math question day.
My eyes had been closed and as I had opened them everything seemed to metirialize infront of me like a liquid curtain dropping infront of me.,"['fear', 'joy', 'surprise']",eyes closed opened metirialize infront like liquid curtain dropping infront me.
"During the complete silence that follows, my grandfather says loudly ""Well, my god has spoken""",['surprise'],"complete silence follows, grandfather says loudly ""Well, god spoken"""
They were fooling around on the fields and looking for something to aim at and shoot.,"['fear', 'joy']",fooling fields looking aim shoot.
I have no idea what manki is so I have no idea where to look.,"['fear', 'surprise']",idea manki idea look.
the ledge of the beadboard dug into my back.,"['fear', 'sadness']",ledge beadboard dug back.
Dad on the warpath.,"['anger', 'fear']",Dad warpath.
"I couldn't make out any clear distinct facial features, but I could see two darker circles where eyes would be, and a small oblong shape for a mouth.","['fear', 'surprise']","clear distinct facial features, darker circles eyes be, small oblong shape mouth."
I have plenty more.,['joy'],plenty more.
"The problem was, my brain was ready for a 22 mile ride, my body was not.",['fear'],"problem was, brain ready 22 mile ride, body not."
"When i was very ill, in great suffering-such pain that even my skin hurt-i gave up.","['fear', 'sadness']","ill, great suffering-such pain skin hurt-i gave up."
Poor Shannon's gon na be stuck with our leftovers for the rest of summer!I also freaked the girls out with my ankle ( it's in a stretchy brace and turning a very interesting shade of purple ).,"['fear', 'sadness']",Poor Shannon's gon na stuck leftovers rest summer!I freaked girls ankle ( stretchy brace turning interesting shade purple ).
My eyes start closing and my body starts aching all over.,"['fear', 'sadness']",eyes start closing body starts aching over.
Brighter than if you turned on every light in the room and even brighter than during the day time with the shades up.,['surprise'],Brighter turned light room brighter day time shades up.
"As soon as we stop making distinctions, we eliminate racism.",['joy'],"soon stop making distinctions, eliminate racism."
We had absolutely nothing in common.,['sadness'],absolutely common.
Apparently it wasn't as life threatening as I believed at the time because the doctor didn't want to mar my forehead with stitches so I got butterfly bandages instead.,"['fear', 'sadness']",Apparently life threatening believed time doctor want mar forehead stitches got butterfly bandages instead.
"Creepy place, never been a fan.",['fear'],"Creepy place, fan."
"I remember crying and trying to explain to my panicked family, who have never let me live it down.","['fear', 'sadness']","remember crying trying explain panicked family, let live down."
Dated a woman who invited me to her birthday party.,['joy'],Dated woman invited birthday party.
With that definite I have courage to walk up to the line and place my toes proudly getting ready to cross yet it is everything on the dirty mud path that is holding to me and the mud is the mud I am clinging to.,['fear'],definite courage walk line place toes proudly getting ready cross dirty mud path holding mud mud clinging to.
On this monday I went in to get my radiation treatment and couldnt stop crying from the pain in my leg.,"['fear', 'sadness']",monday went radiation treatment couldnt stop crying pain leg.
( Is it inappropriate that I can't get Steve Wonder's `` Writings on the Walls '' out of my head now...? ),"['fear', 'joy']",( inappropriate can't Steve Wonder's `` Writings Walls '' head now...? )
As time passed it became quite the fancy outlet for my extreme ( sometimes intolerable ) idiosyncracies and papyrus on which to record both my daily happenings and ( most importantly ) some of my innermost thoughts that I wanted to tell the select few that i hold dear and close to my heart.,['joy'],time passed fancy outlet extreme ( intolerable ) idiosyncracies papyrus record daily happenings ( importantly ) innermost thoughts wanted tell select hold dear close heart.
"They never shut up, although they usually apologize ( and immediately start screeching again ) whenever I cringe and cover my ears, which is often.","['anger', 'fear']","shut up, usually apologize ( immediately start screeching ) cringe cover ears, often."
Anyway it was weird.,"['fear', 'surprise']",weird.
""" She was slapping at air, screaming.","['fear', 'sadness', 'surprise']",""" slapping air, screaming."
Got once I tried lying down with my face facing the water and my face totally became red after that.,['fear'],Got tried lying face facing water face totally red that.
My mum says that when she looked in the mirror she saw a pair of glowing yellow eyes.,"['fear', 'surprise']",mum says looked mirror saw pair glowing yellow eyes.
"I know right no point of lying to him by saying that I'm alright when it's written all over my face that I'm at my Worst condition but still, I don't wan na worry him that much and so I said, `` I'm fine!","['fear', 'sadness']","know right point lying saying I'm alright written face I'm Worst condition still, wan na worry said, `` I'm fine!"
"In my head I was thinking, Great first impression.",['sadness'],"head thinking, Great impression."
"""You're going to die.","['fear', 'sadness', 'surprise']","""You're going die."
"A week after turning in the paper, I get an email from the professor saying I plagiarized the whole thing off Wikipedia.","['anger', 'fear', 'sadness', 'surprise']","week turning paper, email professor saying plagiarized thing Wikipedia."
Not worth the risk.,"['fear', 'sadness']",worth risk.
"I see two small ""children"", floating about 4 ft. away from me.","['fear', 'surprise']","small ""children"", floating 4 ft. away me."
"I never said anything because it wasn't scary, just weird.","['fear', 'surprise']","said scary, weird."
You read that right.,['surprise'],read right.
"While packing up our booth at CHA, I momentarily threw my back out.",['fear'],"packing booth CHA, momentarily threw out."
Maybe they saw the look of ecstasy on my face as I sped up and slowed down with twiddling precision.,['joy'],Maybe saw look ecstasy face sped slowed twiddling precision.
So I grabbed my knife out of fear and looked up but there was nothing there.,"['fear', 'surprise']",grabbed knife fear looked there.
"As the ocean roiled and seethed sturdy arms lifted my head, bidding me to simply breathe <CUR> `` Breathe! ''",['fear'],"ocean roiled seethed sturdy arms lifted head, bidding simply breathe $ `` Breathe! ''"
"I went to his house, and the moment I laid down on his bed, he pulled the blanket off of me and started checking my legs and arms.",['fear'],"went house, moment laid bed, pulled blanket started checking legs arms."
"And when I say online banking, it was not internet banking.",['surprise'],"online banking, internet banking."
"None the less, she was breathtaking.","['joy', 'surprise']","less, breathtaking."
"Every single time I found a girl that I was interested in, they always ended up finding some creative way to break my heart.","['anger', 'sadness']","single time found girl interested in, ended finding creative way break heart."
"They even have fish baby food:: I think I just threw up a little in my mouth:: The fish here does taste better, even the cheap kind.",['fear'],"fish baby food:: think threw little mouth:: fish taste better, cheap kind."
I think it gets me into less trouble to be able to type but still keep my eyes and face turned to my teacher.,['fear'],think gets trouble able type eyes face turned teacher.
"But in searching for some other sound to train my ears on, I realized there was no sound coming from Grandma.","['fear', 'surprise']","searching sound train ears on, realized sound coming Grandma."
"Not a cop, but...","['fear', 'surprise']","cop, but..."
My jaw dropped as I squealed with delight.,"['joy', 'surprise']",jaw dropped squealed delight.
"That took about a week and a half, then I had surgery to put eight plates in my face to rebuild it.","['fear', 'sadness']","took week half, surgery plates face rebuild it."
"The blood blinded my eyes as it ran down to my cheeks, and I tasted the sweetest flavor.","['fear', 'surprise']","blood blinded eyes ran cheeks, tasted sweetest flavor."
accomplished I went and got my eyes checked today.,['joy'],accomplished went got eyes checked today.
Fucking freaked me out...never found out where the hell that coat fell from,"['anger', 'fear', 'surprise']",Fucking freaked out...never found hell coat fell
"I live completely alone, and as I pull the popcorn out of the pantry, I hear an ominously distinct ""SSSSHHHH"" sound.","['fear', 'surprise']","live completely alone, pull popcorn pantry, hear ominously distinct ""SSSSHHHH"" sound."
"I had twisted my ankle too, and I cried out in pain.","['fear', 'sadness', 'surprise']","twisted ankle too, cried pain."
"He did-only he didn't, well he did what I asked him to do but w / out realizing it he didn't spray the back of my arms and well nor did I. CRAP!",['anger'],"did-only didn't, asked w / realizing spray arms I. CRAP!"
The second turned out to be clinically depressed.,"['fear', 'sadness']",second turned clinically depressed.
"It's eyes were on the front of it's head, not the side.",['surprise'],"eyes head, side."
"I gasped and my heart began to flutter, it was Gabriel, my ex-boyfriend.","['fear', 'surprise']","gasped heart began flutter, Gabriel, ex-boyfriend."
i do nt know how many times i put my hand in fire till i relized it burns.,['fear'],nt know times hand fire till relized burns.
"Total: 80.5 miles ( 10,550 ' ) My legs felt great all week, which is really encouraging considering this is the first week of the taper.","['joy', 'surprise']","Total: 80.5 miles ( 10,550 ' ) legs felt great week, encouraging considering week taper."
Driving around neighborhoods in the middle of the night on very little sleep everything gets to be a bit surreal.,"['fear', 'surprise']",Driving neighborhoods middle night little sleep gets bit surreal.
I took my son and moved out and he moved in with her.,"['anger', 'fear', 'sadness']",took son moved moved her.
The exact same guy.,['surprise'],exact guy.
"When I finally opened my eyes, it was into the searing white heat of a desert landscape.","['fear', 'surprise']","finally opened eyes, searing white heat desert landscape."
"I became fixated and fascinated with abduction stories, with The X-Files, etc., for years.","['fear', 'joy']","fixated fascinated abduction stories, X-Files, etc., years."
I did nt notice it until it crawled all over my hand like a maniac.,"['fear', 'surprise']",nt notice crawled hand like maniac.
"Still, the event was constantly played in my head.","['fear', 'sadness']","Still, event constantly played head."
But this is August.,['surprise'],August.
I figure it must have fallen out.,"['fear', 'surprise']",figure fallen out.
We both wake up at the same time.,['joy'],wake time.
"People just aren't buying CD's any more. When J. Warren, former owner of Vibes music, spoke these words, my heart sunk a little in my chest.",['sadness'],"People buying CD's more. J. Warren, owner Vibes music, spoke words, heart sunk little chest."
One drink down and she was blackout drunk.,"['fear', 'sadness', 'surprise']",drink blackout drunk.
"I looked everywhere for those 5 cards, 2 ended up between the couch cushions, one underneath a cat tent, one behind the TV, and one in a different room completely, in between the bed cushions.",['surprise'],"looked 5 cards, 2 ended couch cushions, underneath cat tent, TV, different room completely, bed cushions."
"{{{Yeah...welcome to being 25, btw...it is awful thus far...but...SHIT at least I get to be 25!","['anger', 'fear', 'joy', 'sadness', 'surprise']","{{{Yeah...welcome 25, btw...it awful far...but...SHIT 25!"
